date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:59:17	37598/37598	---M--	200	added ('OK')	image/png	etag:%22a4b77f2339e1d01:0%22	http://www.vilagradwines.co.nz/themes/vilagradwines/images/footer-bottom.png	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/themes/vilagradwines/images/footer-bottom.png	(from http://www.vilagradwines.co.nz/themes/VilagradWines/content/site.css?v=a0d2ecd8-2240-4944-9ae0-cd12736efd28)
15:59:18	20111/20111	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Jul%202017%2003:59:15%20GMT	http://www.vilagradwines.co.nz/themes/vilagradwines/images/arrow-down.png	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/themes/vilagradwines/images/arrow-down.74.delayed	(from http://www.vilagradwines.co.nz/themes/VilagradWines/content/site.css?v=a0d2ecd8-2240-4944-9ae0-cd12736efd28)
15:59:19	20111/20111	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Jul%202017%2003:59:16%20GMT	http://www.vilagradwines.co.nz/themes/vilagradwines/images/arrow-up.png	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/themes/vilagradwines/images/arrow-up.75.delayed	(from http://www.vilagradwines.co.nz/themes/VilagradWines/content/site.css?v=a0d2ecd8-2240-4944-9ae0-cd12736efd28)
15:59:20	1129/1129	---M--	200	added ('OK')	image/png	etag:%2250cd542339e1d01:0%22	http://www.vilagradwines.co.nz/themes/vilagradwines/images/corner.png	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/themes/vilagradwines/images/corner.png	(from http://www.vilagradwines.co.nz/themes/VilagradWines/content/site.css?v=a0d2ecd8-2240-4944-9ae0-cd12736efd28)
15:59:20	1005/1005	---M--	200	added ('OK')	image/png	etag:%22bea142239e1d01:0%22	http://www.vilagradwines.co.nz/themes/vilagradwines/images/arrow-black-left.png	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/themes/vilagradwines/images/arrow-black-left.png	(from http://www.vilagradwines.co.nz/themes/VilagradWines/content/site.css?v=a0d2ecd8-2240-4944-9ae0-cd12736efd28)
15:59:23	141622/141622	---M--	200	added ('OK')	text/css	etag:%2201dd43ac0c8d01:0%22	http://www.vilagradwines.co.nz/Content/bootstrap.css	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/Content/bootstrap.css	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:24	0/-1	---M--	301	error ('')			http://www.vilagradwines.co.nz/bookings	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/bookings.7a.delayed	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:31	228639/228639	---M--	200	added ('OK')	image/jpeg	etag:%22f874792239e1d01:0%22	http://www.vilagradwines.co.nz/themes/vilagradwines/images/banner-bg-2.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/themes/vilagradwines/images/banner-bg-2.jpg	(from http://www.vilagradwines.co.nz/themes/VilagradWines/content/site.css?v=a0d2ecd8-2240-4944-9ae0-cd12736efd28)
15:59:32	7777/7777	---M--	200	added ('OK')	image/jpeg	etag:%2204efd71158dd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/sparkling_charrminer_vilagrad.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/sparkling_charrminer_vilagrad.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:33	25876/25876	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:29%20GMT	http://www.vilagradwines.co.nz/our-wines/our-stockists/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/our-stockists/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:35	7241/7241	---M--	200	added ('OK')	image/jpeg	etag:%22013d29a168dd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/chardonnay_pinot_noir_vilagrad.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/chardonnay_pinot_noir_vilagrad.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:35	30017/30017	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:32%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-sparkling-charminer/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-sparkling-charminer/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:37	7098/7098	---M--	200	added ('OK')	image/jpeg	etag:%2203c68ba148dd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/charminer_transparent_vilagrad.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/charminer_transparent_vilagrad.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:37	29989/29989	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:34%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-chardonnay-pinot-noir/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-chardonnay-pinot-noir/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:39	95594/95594	---M--	200	added ('OK')	image/jpeg	etag:%22bea142239e1d01:0%22	http://www.vilagradwines.co.nz/themes/vilagradwines/images/age-confirm-bg.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/themes/vilagradwines/images/age-confirm-bg.jpg	(from http://www.vilagradwines.co.nz/themes/VilagradWines/content/site.css?v=a0d2ecd8-2240-4944-9ae0-cd12736efd28)
15:59:39	6122/6122	---M--	200	added ('OK')	image/jpeg	etag:%22097b2104fa2d01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/VilagradPinotGris2014small.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/VilagradPinotGris2014small.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:39	29974/29974	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:35%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-charminer/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-charminer/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:41	29842/29842	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:36%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-pinot-gris-2015/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-pinot-gris-2015/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:42	29904/29904	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:38%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-cabernet-merlot/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-cabernet-merlot/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:43	208683/208683	---M--	200	added ('OK')	image/png	etag:%22d6dbc42339e1d01:0%22	http://www.vilagradwines.co.nz/themes/vilagradwines/images/footer-main.png	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/themes/vilagradwines/images/footer-main.png	(from http://www.vilagradwines.co.nz/themes/VilagradWines/content/site.css?v=a0d2ecd8-2240-4944-9ae0-cd12736efd28)
15:59:43	6611/6611	---M--	200	added ('OK')	image/jpeg	etag:%2205457fc4aa9d01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/Cab-Merlot-Small(1).jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/Cab-Merlot-Small(1).jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:43	29958/29958	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:40%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-mt-pirongia-pinot-noir-2014/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-mt-pirongia-pinot-noir-2014/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:45	6119/6119	---M--	200	added ('OK')	image/jpeg	etag:%220a564950a2d01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/MtPirongiaPinotNoir-Small.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/MtPirongiaPinotNoir-Small.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:45	5756/5756	---M--	200	added ('OK')	image/jpeg	etag:%220b0803d1ca3d01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/Gisborne-Gewurtztraminer-small.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/Gisborne-Gewurtztraminer-small.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:45	6388/6388	---M--	200	added ('OK')	image/jpeg	etag:%220ea95dd1a8dd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/marlborough_3_brothers.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/marlborough_3_brothers.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:45	29861/29861	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:42%20GMT	http://www.vilagradwines.co.nz/our-wines/3-brothers-sauvignon-blanc/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/3-brothers-sauvignon-blanc/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:46	29910/29910	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:43%20GMT	http://www.vilagradwines.co.nz/our-wines/3-brothers-chardonnay/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/3-brothers-chardonnay/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:46	29947/29947	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:42%20GMT	http://www.vilagradwines.co.nz/our-wines/3-brothers-gisborne-gewurztraminer-2013/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/3-brothers-gisborne-gewurztraminer-2013/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:48	6794/6794	---M--	200	added ('OK')	image/jpeg	etag:%220f941781a8dd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/gisborne_chardonnay_3_brothers.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/gisborne_chardonnay_3_brothers.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:49	5883/5883	---M--	200	added ('OK')	image/jpeg	etag:%220898483da3d01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/3-brothers-central-otago-pinot-small.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/3-brothers-central-otago-pinot-small.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:49	7119/7119	---M--	200	added ('OK')	image/jpeg	etag:%22036586c1e8dd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vintage_port_vilagrad.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vintage_port_vilagrad.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:49	6038/6038	---M--	200	added ('OK')	image/jpeg	etag:%220c249f9138dd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/Tawny_port_Vilagrad.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/Tawny_port_Vilagrad.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:50	29940/29940	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:47%20GMT	http://www.vilagradwines.co.nz/our-wines/3-brothers-central-otago-pinot-noir/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/3-brothers-central-otago-pinot-noir/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:52	8297/8297	---M--	200	added ('OK')	image/jpeg	etag:%220a745e53aadd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vilagrad_one_Bottle_wine_gift_box.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vilagrad_one_Bottle_wine_gift_box.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:52	15931/15931	---M--	200	added ('OK')	image/jpeg	etag:%220b6c1924dadd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vilagrad_1_Bottle_wine_wrapper1.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vilagrad_1_Bottle_wine_wrapper1.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:52	10207/10207	---M--	200	added ('OK')	image/jpeg	etag:%220f0c4f43aadd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vilagrad_two_Bottle_wine_gift_box.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vilagrad_two_Bottle_wine_gift_box.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:53	29822/29822	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:49%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-vintage-port/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-vintage-port/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:54	29750/29750	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:49%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-tawny-port/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-tawny-port/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:55	29796/29796	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:50%20GMT	http://www.vilagradwines.co.nz/our-wines/gift-wrapping/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/gift-wrapping/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:56	29935/29935	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:52%20GMT	http://www.vilagradwines.co.nz/our-wines/one-bottle-gift-box/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/one-bottle-gift-box/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:57	29817/29817	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:54%20GMT	http://www.vilagradwines.co.nz/our-wines/two-pack-wine-gift-box/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/two-pack-wine-gift-box/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:58	16033/16033	---M--	200	added ('OK')	application/x-javascript	etag:%220e27b32c0c8d01:0%22	http://www.vilagradwines.co.nz/Scripts/isotope/jquery.isotope.min.js	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/Scripts/isotope/jquery.isotope.min.js	(from http://www.vilagradwines.co.nz/our-wines/)
15:59:58	29861/29861	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:55%20GMT	http://www.vilagradwines.co.nz/our-wines/hree-pack-wine-gift-box/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/hree-pack-wine-gift-box/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:00	3095/3095	---M--	200	added ('OK')	application/x-javascript	etag:%22d0901e2539e1d01:0%22	http://www.vilagradwines.co.nz/themes/vilagradwines/scripts/jquery.cookie.js	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/themes/vilagradwines/scripts/jquery.cookie.js	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:00	13723/13723	---M--	200	added ('OK')	image/jpeg	etag:%220394443badd01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vilagrad_three_Bottle_wine_gift_box.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/vilagrad_three_Bottle_wine_gift_box.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:00	29804/29804	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:57%20GMT	http://www.vilagradwines.co.nz/our-wines/sunday-lunch-voucher-2-adults/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/sunday-lunch-voucher-2-adults/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:00	16431/16431	---M--	200	added ('OK')	image/jpeg	etag:%229ebfb72836e1d01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/voucher-thumb.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/Image/voucher-thumb.jpg	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:01	0/-1	---M--	301	error ('')			http://www.vilagradwines.co.nz/bookings	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/bookings.8f.delayed	(from http://www.vilagradwines.co.nz/media/video-gallery/)
16:00:02	29793/29793	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:58%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-20-gift-voucher/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-20-gift-voucher/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:02	29805/29805	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:57%20GMT	http://www.vilagradwines.co.nz/our-wines/sunday-lunch-voucher-4-adults/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/sunday-lunch-voucher-4-adults/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:02	29793/29793	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2003:59:58%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-50-gift-voucher/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-50-gift-voucher/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:04	29793/29793	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2004:00:00%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-75-gift-voucher/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-75-gift-voucher/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:04	29799/29799	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2004:00:00%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-150-gift-voucher/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-150-gift-voucher/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:05	29799/29799	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2004:00:01%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-100-gift-voucher/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-100-gift-voucher/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:05	29799/29799	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2004:00:01%20GMT	http://www.vilagradwines.co.nz/our-wines/vilagrad-200-gift-voucher/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/vilagrad-200-gift-voucher/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:06	174/174	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Jul%202017%2004:00:03%20GMT	http://www.vilagradwines.co.nz/our-wines/Generated/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/our-wines/Generated/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
16:00:07	4074/4074	---M--	200	added ('OK')	image/jpeg	etag:%2204d6d35e698d01:0%22	http://www.vilagradwines.co.nz/UserFiles/VilagradWines/NivoSlider/206/generated/complimentarybanner_1_thumb.jpg	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/UserFiles/VilagradWines/NivoSlider/206/generated/complimentarybanner_1_thumb.jpg	(from http://www.vilagradwines.co.nz/media/video-gallery/)
16:00:07	19376/19376	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Jul%202017%2004:00:04%20GMT	http://www.vilagradwines.co.nz/news--gallery/photo-gallery/	C:/Users/Super/Google%20Drive/The%20Website%20Company%20Assets/Customers/Exisisting%20Customers/Gail%20Jones/gailstamahere/Gailhttrak/www.vilagradwines.co.nz/news--gallery/photo-gallery/index.html	(from http://www.vilagradwines.co.nz/our-wines/)
